Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Ribosome_Homo sapiens_hsa03010,3/137,0.010079704994237014,1.0,0,0,6.73778775968557,30.9751686684689,MRPS15;MRPL9;MRPL23,KEGG_2016
RNA transport_Homo sapiens_hsa03013,3/172,0.018497095906239044,1.0,0,0,5.3667262969588565,21.41399751660823,RAN;EIF3A;RGPD3,KEGG_2016
Complement and coagulation cascades_Homo sapiens_hsa04610,2/79,0.027292973640561796,1.0,0,0,7.789678675754625,28.05161429968184,PROC;SERPINC1,KEGG_2016
Oocyte meiosis_Homo sapiens_hsa04114,2/123,0.060721680374223375,1.0,0,0,5.003126954346468,14.016032380890039,ITPR3;ANAPC1,KEGG_2016
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate_Homo sapiens_hsa00532,1/20,0.06306050110792741,1.0,0,0,15.384615384615385,42.51785659032047,CHPF,KEGG_2016
Oxidative phosphorylation_Homo sapiens_hsa00190,2/133,0.06960549619163363,1.0,0,0,4.626951995373048,12.330418722910327,COX15;NDUFV3,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,2/137,0.07327221955160894,1.0,0,0,4.491858506457047,11.73980342950832,SMURF2;ANAPC1,KEGG_2016
Pentose phosphate pathway_Homo sapiens_hsa00030,1/29,0.09014442698327207,1.0,0,0,10.610079575596817,25.5314817041857,RBKS,KEGG_2016
Alzheimer's disease_Homo sapiens_hsa05010,2/168,0.10361147099436037,1.0,0,0,3.663003663003663,8.304422093049096,ITPR3;NDUFV3,KEGG_2016
Porphyrin and chlorophyll metabolism_Homo sapiens_hsa00860,1/42,0.12790982545773796,1.0,0,0,7.326007326007326,15.065419428151298,COX15,KEGG_2016
Epstein-Barr virus infection_Homo sapiens_hsa05169,2/202,0.14003696455298306,1.0,0,0,3.046458492003046,5.988876949587136,TYK2;RAN,KEGG_2016
Notch signaling pathway_Homo sapiens_hsa04330,1/48,0.14481529337334625,1.0,0,0,6.410256410256411,12.386514021720414,NUMB,KEGG_2016
NOD-like receptor signaling pathway_Homo sapiens_hsa04621,1/57,0.16957020858318558,1.0,0,0,5.398110661268556,9.578883821822323,CARD8,KEGG_2016
Long-term depression_Homo sapiens_hsa04730,1/60,0.17766399732423002,1.0,0,0,5.128205128205129,8.860826502762832,ITPR3,KEGG_2016
Renin secretion_Homo sapiens_hsa04924,1/64,0.18833500071550774,1.0,0,0,4.807692307692308,8.026600880703452,ITPR3,KEGG_2016
Long-term potentiation_Homo sapiens_hsa04720,1/66,0.193619256433896,1.0,0,0,4.662004662004662,7.65436663885718,ITPR3,KEGG_2016
PPAR signaling pathway_Homo sapiens_hsa03320,1/69,0.2014821880616265,1.0,0,0,4.459308807134893,7.144054841556803,APOA2,KEGG_2016
HTLV-I infection_Homo sapiens_hsa05166,2/258,0.20461683426292784,1.0,0,0,2.385211687537269,3.7844153844946775,RAN;ANAPC1,KEGG_2016
Thyroid hormone synthesis_Homo sapiens_hsa04918,1/71,0.20668215255527184,1.0,0,0,4.333694474539545,6.8323863952298725,ITPR3,KEGG_2016
Gastric acid secretion_Homo sapiens_hsa04971,1/74,0.2144196438115004,1.0,0,0,4.158004158004158,6.4025789261015404,ITPR3,KEGG_2016
Aldosterone synthesis and secretion_Homo sapiens_hsa04925,1/81,0.23218599526817524,1.0,0,0,3.7986704653371315,5.54688138562766,ITPR3,KEGG_2016
Peroxisome_Homo sapiens_hsa04146,1/83,0.2371890231895293,1.0,0,0,3.70713623725672,5.334190508001371,PXMP2,KEGG_2016
Taste transduction_Homo sapiens_hsa04742,1/83,0.2371890231895293,1.0,0,0,3.70713623725672,5.334190508001371,ITPR3,KEGG_2016
TGF-beta signaling pathway_Homo sapiens_hsa04350,1/84,0.23967848651340595,1.0,0,0,3.663003663003663,5.232442832552551,SMURF2,KEGG_2016
Insulin secretion_Homo sapiens_hsa04911,1/85,0.2421599499543365,1.0,0,0,3.619909502262444,5.133599351791204,ITPR3,KEGG_2016
Gap junction_Homo sapiens_hsa04540,1/88,0.2495565937470519,1.0,0,0,3.4965034965034967,4.8533900729608135,ITPR3,KEGG_2016
Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008,1/89,0.2520063099873694,1.0,0,0,3.457216940363008,4.765086092140992,RAN,KEGG_2016
Salivary secretion_Homo sapiens_hsa04970,1/89,0.2520063099873694,1.0,0,0,3.457216940363008,4.765086092140992,ITPR3,KEGG_2016
GnRH signaling pathway_Homo sapiens_hsa04912,1/91,0.2568821449606544,1.0,0,0,3.3812341504649197,4.5955634122957845,ITPR3,KEGG_2016
Circadian entrainment_Homo sapiens_hsa04713,1/95,0.2665401199897442,1.0,0,0,3.238866396761133,4.28252794382278,ITPR3,KEGG_2016
Pancreatic secretion_Homo sapiens_hsa04972,1/96,0.26893523781429146,1.0,0,0,3.2051282051282053,4.209245769183831,ITPR3,KEGG_2016
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914,1/98,0.2737023938699437,1.0,0,0,3.1397174254317117,4.068175562467384,ANAPC1,KEGG_2016
Phosphatidylinositol signaling system_Homo sapiens_hsa04070,1/98,0.2737023938699437,1.0,0,0,3.1397174254317117,4.068175562467384,ITPR3,KEGG_2016
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750,1/98,0.2737023938699437,1.0,0,0,3.1397174254317117,4.068175562467384,ITPR3,KEGG_2016
Estrogen signaling pathway_Homo sapiens_hsa04915,1/99,0.276074480767644,1.0,0,0,3.1080031080031083,4.000262911627929,ITPR3,KEGG_2016
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723,1/101,0.28079579333567617,1.0,0,0,3.046458492003046,3.8693909762102097,ITPR3,KEGG_2016
Glucagon signaling pathway_Homo sapiens_hsa04922,1/101,0.28079579333567617,1.0,0,0,3.046458492003046,3.8693909762102097,ITPR3,KEGG_2016
Cholinergic synapse_Homo sapiens_hsa04725,1/111,0.3039513586918269,1.0,0,0,2.772002772002772,3.301143713599918,ITPR3,KEGG_2016
Serotonergic synapse_Homo sapiens_hsa04726,1/112,0.30622613825451817,1.0,0,0,2.7472527472527477,3.2511852639077365,ITPR3,KEGG_2016
Glutamatergic synapse_Homo sapiens_hsa04724,1/114,0.31075375969871377,1.0,0,0,2.699055330634278,3.15453292813874,ITPR3,KEGG_2016
Toxoplasmosis_Homo sapiens_hsa05145,1/118,0.3197218986850941,1.0,0,0,2.607561929595828,2.9734125884087854,TYK2,KEGG_2016
Vascular smooth muscle contraction_Homo sapiens_hsa04270,1/120,0.3241627832211248,1.0,0,0,2.5641025641025643,2.8884858256666552,ITPR3,KEGG_2016
Platelet activation_Homo sapiens_hsa04611,1/122,0.3285751205510224,1.0,0,0,2.522068095838588,2.807036039656253,ITPR3,KEGG_2016
Cell cycle_Homo sapiens_hsa04110,1/124,0.33295909137080504,1.0,0,0,2.481389578163772,2.728872568944265,ANAPC1,KEGG_2016
Dopaminergic synapse_Homo sapiens_hsa04728,1/129,0.34379609024234425,1.0,0,0,2.385211687537269,2.5467061616800684,ITPR3,KEGG_2016
Osteoclast differentiation_Homo sapiens_hsa04380,1/132,0.3502148831646289,1.0,0,0,2.331002331002331,2.4457071351773902,TYK2,KEGG_2016
Hepatitis C_Homo sapiens_hsa05160,1/133,0.3523407117252142,1.0,0,0,2.313475997686524,2.4133178496001944,TYK2,KEGG_2016
Spliceosome_Homo sapiens_hsa03040,1/134,0.35445969206459577,1.0,0,0,2.2962112514351323,2.3815399382334466,DDX46,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.3586771949435649,1.0,0,0,2.262443438914027,2.3197567272114545,TYK2,KEGG_2016
Apoptosis_Homo sapiens_hsa04210,1/140,0.36703097343818425,1.0,0,0,2.1978021978021984,2.202877007031655,ITPR3,KEGG_2016
Parkinson's disease_Homo sapiens_hsa05012,1/142,0.37116759167574376,1.0,0,0,2.1668472372697725,2.1475657395223817,NDUFV3,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,5/1239,0.3764797809428889,1.0,0,0,1.241696156950394,1.2130017208159916,THTPA;CHPF;COX15;NDUFV3;RBKS,KEGG_2016
Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932,1/151,0.38945536791178414,1.0,0,0,2.0376974019358127,1.9215608933200032,NDUFV3,KEGG_2016
Jak-STAT signaling pathway_Homo sapiens_hsa04630,1/158,0.4033162272379524,1.0,0,0,1.9474196689386565,1.7683239372260873,TYK2,KEGG_2016
Oxytocin signaling pathway_Homo sapiens_hsa04921,1/158,0.4033162272379524,1.0,0,0,1.9474196689386565,1.7683239372260873,ITPR3,KEGG_2016
cGMP-PKG signaling pathway_Homo sapiens_hsa04022,1/167,0.4206828636977349,1.0,0,0,1.842468908337172,1.5953496490960706,ITPR3,KEGG_2016
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141,1/169,0.42447399784246737,1.0,0,0,1.8206645425580337,1.5601356917924816,CKAP4,KEGG_2016
Influenza A_Homo sapiens_hsa05164,1/175,0.43570143585793947,1.0,0,0,1.7582417582417582,1.460743824781462,TYK2,KEGG_2016
Alcoholism_Homo sapiens_hsa05034,1/179,0.443066295420286,1.0,0,0,1.7189514396218308,1.399288129045141,HDAC9,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,1/180,0.44489267233322266,1.0,0,0,1.7094017094017095,1.384482413117779,ITPR3,KEGG_2016
Herpes simplex infection_Homo sapiens_hsa05168,1/185,0.4539364686672622,1.0,0,0,1.6632016632016633,1.3135933930796095,TYK2,KEGG_2016
Huntington's disease_Homo sapiens_hsa05016,1/193,0.4681056664205778,1.0,0,0,1.5942606616181747,1.2101414517332356,NDUFV3,KEGG_2016
Proteoglycans in cancer_Homo sapiens_hsa05205,1/203,0.4853089628835296,1.0,0,0,1.5157256536566883,1.0958234998003091,ITPR3,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,1/205,0.4886832885361471,1.0,0,0,1.5009380863039399,1.0747327145101842,HDAC9,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.571992044779107,1.0,0,0,1.188001188001188,0.6636533358216649,SMURF2,KEGG_2016
